CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
611,Germany,Female,49,9,115488.52,2,1,1,138656.81
620,France,Male,22,0,0.0,1,1,0,32589.45
518,Germany,Female,35,8,141665.63,1,0,1,192776.64
679,Germany,Male,35,1,130463.55,2,1,1,37341.17
813,Spain,Male,27,1,137275.36,1,0,1,115733.16
623,Germany,Male,33,8,96759.42,1,1,1,174777.98
621,France,Male,35,7,87619.29,1,1,0,143.34
655,France,Female,59,7,0.0,1,1,0,88958.49
700,Germany,Female,59,5,137648.41,1,1,0,142977.05
561,Spain,Male,24,8,143656.55,1,0,1,180932.46
583,Germany,Female,32,7,94753.55,2,1,1,18149.03
497,Spain,Male,44,2,121250.04,1,0,1,79691.4
562,Germany,Female,31,9,117153.0,1,1,1,108675.01
807,Spain,Female,28,7,165969.26,3,1,0,156122.13
778,Germany,Female,29,7,123229.46,1,1,0,181221.09
686,Spain,Male,38,7,111484.88,1,1,1,76076.2
702,Spain,Male,30,2,0.0,2,1,1,145537.32
680,Germany,Male,30,4,108300.27,2,0,1,44384.57
656,Spain,Female,34,6,59877.33,1,1,0,14032.62
639,Spain,Male,38,9,130233.14,1,1,1,81861.1
701,Germany,Male,38,3,125385.49,2,0,1,52044.66
603,Spain,Female,42,8,91611.12,1,0,0,144675.3
579,Germany,Male,31,6,139729.54,1,0,1,135815.38
656,Germany,Female,23,4,163549.63,1,0,1,21085.12
565,Germany,Male,59,9,69129.59,1,1,1,170705.53
583,France,Female,42,7,0.0,2,1,0,144039.05
726,Germany,Female,51,8,107494.86,2,1,0,140937.91
631,Spain,Female,46,10,0.0,2,1,1,129508.96
528,France,Female,36,1,156948.41,1,1,1,149912.28
449,Spain,Female,31,1,113693.0,1,0,0,82796.29
691,France,Female,33,1,128306.83,1,1,1,113580.79
493,France,Female,46,4,0.0,2,1,0,1907.66
833,France,Male,47,2,0.0,2,1,1,182247.77
619,Germany,Male,29,4,98955.87,1,0,1,131712.51
620,France,Male,37,0,107548.94,1,1,0,71175.94
819,France,Female,38,10,0.0,2,1,0,30498.7
595,France,Female,39,7,120962.13,1,0,0,23305.01
674,Germany,Female,38,10,83727.68,1,1,0,45418.12
604,Germany,Female,25,5,157780.84,2,1,1,58426.81
692,France,Female,30,7,0.0,2,1,1,18826.34
782,Germany,Male,35,7,98556.89,2,1,0,117644.36
805,France,Male,46,6,118022.06,3,1,0,162643.15
543,France,Female,34,8,0.0,2,0,1,145601.8
612,Germany,Female,58,1,149641.53,1,1,1,115161.28
748,France,Female,20,7,0.0,2,0,0,10792.42
555,Spain,Male,32,4,0.0,2,1,1,54405.79
686,France,Male,37,9,134560.62,1,1,0,27596.39
719,Germany,Male,28,3,106070.29,2,1,1,183893.31
687,Spain,Female,39,2,0.0,3,0,0,188150.6
590,France,Male,40,8,0.0,2,1,0,62933.03
538,France,Male,31,1,0.0,2,1,0,1375.46
774,France,Female,42,3,137781.65,1,0,0,199316.19
659,France,Male,43,1,106086.42,2,1,0,26900.63
688,Spain,Male,36,0,89772.3,1,1,0,177383.68
645,Germany,Male,47,9,152076.93,1,1,0,121840.2
611,Spain,Female,37,4,0.0,2,1,0,125696.26
613,France,Male,40,7,124339.9,1,0,0,193309.58
798,France,Male,22,8,0.0,2,1,0,107615.43
488,Spain,Female,39,9,140553.46,1,0,0,12440.44
704,France,Female,33,0,130499.09,2,1,1,74804.36
606,France,Male,36,1,155655.46,1,1,1,192387.51
544,France,Female,21,10,161525.96,2,1,0,9262.77
717,France,Female,28,1,90537.16,1,0,1,74800.99
604,Spain,Female,71,10,0.0,2,1,1,129984.2
766,Germany,Male,27,5,126285.73,1,1,0,177614.17
699,France,Male,22,9,99339.0,1,1,0,68297.61
479,France,Female,35,2,113090.4,1,1,0,195649.79
705,Spain,Female,46,5,89364.91,1,0,1,139162.15
850,France,Male,40,6,124788.18,1,1,0,65612.12
515,Germany,Male,60,9,113715.36,1,1,0,18424.24
641,Germany,Female,40,2,110086.69,1,1,0,159773.14
601,France,Male,47,1,64430.06,2,0,1,96517.97
566,France,Male,30,5,0.0,1,1,0,54926.51
547,Germany,Female,42,1,142703.4,1,1,0,86207.49
601,France,Male,35,2,0.0,2,1,1,118983.18
509,Germany,Male,32,9,170661.47,1,1,1,21646.2
640,Germany,Female,46,5,107978.4,2,1,0,155876.06
773,Germany,Male,34,10,126979.75,1,0,0,36823.28
547,France,Female,48,1,179380.74,2,0,1,69263.1
579,Spain,Male,43,2,145843.82,1,1,1,198402.37
656,France,Male,37,7,112291.34,1,1,0,153157.97
599,Spain,Male,51,0,0.0,1,1,1,175235.99
644,France,Male,48,8,0.0,2,0,1,44965.54
612,Germany,Male,76,6,96166.88,1,1,1,191393.26
705,Germany,Female,31,9,110941.93,2,1,0,163484.8
850,France,Male,40,6,0.0,1,1,0,136985.08
607,Germany,Male,36,8,143421.74,1,1,0,97879.02
696,Spain,Male,47,1,106758.6,1,1,1,80591.18
652,France,Female,36,6,112518.71,2,0,1,110421.31
728,Germany,Female,35,8,125884.95,2,1,0,54359.02
576,France,Male,41,1,0.0,1,1,1,188274.6
782,Spain,Female,27,3,0.0,2,1,0,143614.01
837,Germany,Male,37,6,94001.61,2,1,0,140723.05
773,France,Male,25,1,124532.78,2,0,1,11723.57
709,Spain,Male,62,3,0.0,2,1,1,82195.15
685,France,Male,30,2,0.0,2,1,1,140889.32
554,Germany,Female,51,7,105701.91,1,0,1,179797.79
622,Spain,Female,47,6,142319.03,1,0,0,100183.05
752,Spain,Male,36,2,0.0,2,1,1,45570.84
746,Spain,Male,24,10,68781.82,1,0,1,47997.39
850,France,Female,39,7,79259.99,1,0,1,186910.74
850,France,Female,32,7,0.0,2,0,0,155227.0
567,Spain,Male,35,8,153137.74,1,1,0,88659.07
636,Spain,Female,36,1,0.0,1,1,0,43134.58
501,France,Male,42,9,114631.23,1,0,1,91429.74
802,France,Male,38,1,142557.11,1,1,1,172497.73
797,France,Female,29,1,0.0,2,1,1,132975.39
755,Germany,Female,33,6,90560.3,2,1,1,42607.69
476,Germany,Female,34,8,111905.43,1,0,1,197221.81
553,Germany,Male,46,3,82291.1,1,1,0,112549.99
657,France,Male,38,7,0.0,2,1,0,185827.74
739,Germany,Female,25,5,113113.12,1,1,0,129181.27
687,France,Female,44,9,0.0,2,0,0,103042.2
699,Spain,Male,31,8,125927.51,2,1,0,147661.47
510,France,Female,26,6,136214.08,1,0,0,159742.33
504,Germany,Male,43,5,134740.19,2,1,0,181430.91
732,Germany,Female,29,1,154333.82,1,1,1,138527.56
667,Spain,Male,39,9,0.0,2,1,0,68873.8
715,France,Male,34,4,124314.45,1,0,0,97782.92
648,France,Male,26,9,162923.85,1,1,0,98368.24
755,Germany,Female,37,0,113865.23,2,1,1,117396.25
626,Germany,Female,47,2,103108.8,1,0,1,166475.44
690,France,Female,36,6,110480.48,1,0,0,81292.33
850,Spain,Male,71,10,69608.14,1,1,0,97893.4
777,France,Male,29,2,0.0,2,1,0,124489.88
633,France,Female,44,7,0.0,2,1,0,29761.29
501,France,Male,40,4,125832.2,1,1,1,100433.83
642,France,Male,30,8,117494.27,1,0,0,61977.82
601,France,Female,46,3,98202.76,1,0,0,137763.93
810,Germany,Male,69,3,27288.43,1,1,1,110509.9
738,Germany,Male,35,6,101744.84,1,0,0,85185.44
604,Spain,Male,43,2,145081.72,1,1,1,23881.62
656,France,Female,45,7,145933.27,1,1,1,199392.14
731,France,Male,30,7,0.0,2,1,1,184581.68
716,Spain,Male,34,9,0.0,1,1,1,66695.71
772,Germany,Female,51,9,143930.92,1,0,1,46675.51
757,France,Male,23,2,80673.96,2,1,0,93991.65
663,France,Male,43,4,87624.03,2,1,0,149401.33
531,France,Male,44,3,0.0,2,1,1,34416.79
592,France,Male,39,7,0.0,2,1,0,83084.33
731,France,Male,31,1,132512.26,1,1,1,185466.85
588,France,Female,35,0,0.0,2,1,1,155485.24
677,France,Female,36,7,0.0,1,1,0,47318.75
849,France,Male,27,0,0.0,2,0,1,157891.86
732,France,Male,46,0,0.0,2,1,1,184350.78
540,Spain,Female,28,6,84121.04,1,0,1,80698.54
637,France,Female,48,7,130806.99,2,1,1,132005.85
675,France,Female,32,2,155663.31,1,1,0,97658.66
575,France,Female,40,1,139532.34,1,1,0,181294.39
721,Germany,Male,68,4,136525.99,1,0,0,175399.14
552,Spain,Male,42,4,0.0,2,0,0,195692.3
828,France,Male,31,9,0.0,1,0,1,164257.37
490,Spain,Female,38,3,97266.1,1,1,1,92797.23
589,France,Male,37,5,0.0,1,1,0,61324.87
656,France,Male,43,7,134919.85,1,1,0,194691.95
549,France,Female,38,8,107283.4,1,0,0,157442.75
634,Spain,Female,41,4,0.0,2,1,1,164549.74
697,France,Female,45,1,0.0,2,1,0,46807.62
724,France,Female,40,6,110054.45,1,1,1,86950.72
850,Spain,Female,45,2,122311.21,1,1,1,19482.5
695,France,Female,23,1,0.0,2,1,1,141756.32
840,Germany,Female,51,1,87779.83,1,0,1,36687.11
657,Germany,Male,57,8,107174.58,1,1,1,126369.55
635,Spain,Female,37,3,0.0,2,1,0,91086.73
491,Germany,Female,57,4,112044.72,1,1,1,41229.73
427,Spain,Male,40,8,0.0,2,1,1,82870.75
715,France,Male,21,6,76467.16,1,1,1,173511.72
444,France,Female,45,4,0.0,2,1,0,161653.5
582,France,Female,39,1,132077.48,2,1,0,192255.15
610,France,Female,45,1,0.0,2,1,1,199657.46
669,Germany,Female,50,4,112650.89,1,0,0,166386.22
546,Spain,Female,36,7,85660.96,1,0,0,134778.01
652,France,Male,30,2,176166.56,2,1,1,152210.81
700,France,Female,32,8,110923.15,2,1,1,161845.81
546,Germany,Female,74,8,114888.74,2,1,1,66732.63
687,France,Male,28,7,108116.66,1,1,1,27411.19
516,Germany,Female,33,10,138847.9,1,1,1,127256.7
708,Spain,Female,64,5,0.0,3,0,1,112520.07
529,Spain,Female,44,1,0.0,2,0,0,14161.3
679,France,Male,40,1,0.0,1,1,1,16897.19
678,France,Female,60,2,0.0,2,1,1,43821.56
562,Germany,Male,35,3,142296.13,1,0,1,177112.7
636,Germany,Male,34,2,40105.51,2,0,1,53512.16
683,France,Male,72,3,140997.26,1,0,1,52876.41
621,Spain,Male,33,4,0.0,2,1,1,40299.23
475,France,Female,45,0,134264.04,1,1,0,27822.99
550,France,Male,44,9,0.0,2,1,0,26257.01
763,Spain,Male,67,9,148564.66,1,0,1,87236.4
696,Germany,Male,31,3,150604.52,1,0,0,5566.6
679,Germany,Male,35,1,110245.13,1,1,1,178291.09
588,Germany,Female,37,7,70258.88,2,1,0,139607.61
589,France,Male,36,8,114435.47,1,1,0,26955.72
562,France,Female,51,1,124662.54,1,1,1,65390.46
717,France,Male,38,7,97459.06,1,0,0,189175.71
676,Germany,Male,48,3,80697.44,1,0,0,101397.86
697,Germany,Female,38,6,132591.36,1,1,1,7387.8
532,Germany,Male,52,3,110791.97,1,1,0,148704.77
513,Spain,Female,31,5,174853.46,1,1,0,84238.63
571,France,Male,44,9,0.0,2,0,0,38433.35
516,France,Female,42,8,56228.25,1,1,0,46857.52
790,Spain,Male,37,8,0.0,2,1,1,149418.41
548,France,Female,41,4,82596.8,1,0,1,55672.09
601,France,Male,46,2,99786.07,1,1,1,32683.88
538,Spain,Male,68,9,0.0,2,1,0,110440.5
445,France,Male,37,3,0.0,2,1,1,180012.39
641,France,Male,35,5,0.0,2,1,0,93148.93
537,France,Female,45,7,158621.04,1,1,0,120892.96
498,France,Female,29,9,0.0,1,1,0,190035.83
564,Germany,Female,62,5,114931.35,3,0,1,18260.98
786,France,Male,32,2,120452.4,2,0,0,79602.86
771,France,Male,27,2,0.0,2,1,1,199527.34
600,France,Female,41,1,0.0,2,1,1,91193.65
639,Spain,Female,27,8,133806.54,2,1,0,6251.3
644,France,Female,40,9,137285.26,4,1,0,77063.63
646,France,Female,46,4,0.0,3,1,0,93251.42
634,Germany,Male,37,3,111432.77,2,1,1,167032.49
629,Germany,Male,28,8,108601.0,1,1,1,119647.7
577,France,Male,37,2,127261.35,1,1,0,56185.05
594,France,Male,23,5,156267.59,1,1,0,160968.44
807,Germany,Female,31,1,93460.47,2,0,0,172782.69
640,France,Male,43,7,132412.38,1,0,0,69584.3
619,Spain,Female,38,10,119658.49,1,1,1,8646.58
690,Spain,Male,32,2,76087.98,1,0,1,151822.66
635,France,Female,48,8,130796.33,2,1,1,43250.3
458,France,Female,39,9,0.0,2,1,0,116343.09
765,France,Male,41,4,124182.21,1,0,0,100153.43
493,France,Male,38,3,134006.77,1,1,0,89578.32
649,Germany,Male,40,4,95001.33,1,0,1,123202.99
635,France,Male,34,3,134692.4,2,1,1,83773.02
595,France,Female,53,7,0.0,2,1,0,41371.68
825,Spain,Female,32,1,0.0,2,1,1,42935.15
512,France,Male,51,6,144953.31,1,1,1,165035.17
599,Germany,Male,40,10,137456.28,2,1,1,14113.11
778,Germany,Female,29,6,150358.97,1,1,0,62454.01
850,Spain,Male,36,0,0.0,2,1,0,141242.57
783,Spain,Female,37,1,136689.66,1,1,0,197890.65
715,Germany,Female,37,9,105489.31,1,0,0,143096.49
574,Spain,Male,52,7,115532.52,1,1,0,196257.67
689,Spain,Female,40,5,154251.67,1,0,1,118319.5
600,France,Male,46,10,95502.21,1,0,0,19842.18
763,Germany,Male,32,9,160680.41,1,1,0,30886.35
774,France,Female,52,2,56580.93,1,1,0,113266.28
847,Spain,Male,31,5,0.0,2,1,1,76326.67
727,Spain,Male,71,8,0.0,1,1,1,198446.91
683,Spain,Female,36,7,0.0,2,1,0,104786.59
710,Spain,Female,51,4,93656.95,1,0,1,141400.51
646,Germany,Male,32,8,105397.8,1,1,0,78111.84
706,Germany,Female,47,10,144090.42,1,1,0,140938.95
704,France,Male,24,2,148197.15,2,1,0,182775.08
468,France,Female,32,8,137649.47,1,0,0,198714.29
684,France,Female,48,3,73309.38,1,0,0,21228.34
634,Spain,Male,34,1,0.0,2,1,0,61995.57
716,Germany,Male,27,1,122552.34,2,1,0,67611.36
527,Spain,Female,46,10,131414.76,1,1,0,54947.51
606,Spain,Male,30,8,180307.73,2,1,1,1914.41
779,France,Female,26,0,0.0,2,0,1,111906.0
806,France,Female,67,1,0.0,2,0,1,103945.58
699,France,Male,39,2,109724.38,1,1,1,180022.39
666,France,Male,39,10,0.0,2,1,0,102999.33
672,Spain,Male,33,2,0.0,2,1,1,182738.0
708,France,Female,59,2,0.0,1,1,0,179673.11
739,France,Male,34,9,0.0,1,1,0,60584.33
745,Germany,Female,28,1,111071.36,1,1,0,73275.96
695,France,Male,46,7,49512.55,1,1,0,133007.34
743,Germany,Male,39,3,119695.75,1,0,1,26136.13
710,Germany,Male,45,9,108231.37,1,1,1,188574.08
618,Germany,Male,42,8,153572.31,2,1,1,76679.6
800,Spain,Male,38,9,0.0,1,1,0,78744.39
547,Germany,Female,39,6,74596.15,3,1,1,85746.52
538,Spain,Male,43,5,0.0,2,1,0,126933.73
653,Germany,Male,31,9,143321.97,1,1,0,83679.46
560,Germany,Male,41,4,152532.3,1,0,0,10779.69
540,Germany,Female,42,9,87271.41,2,1,0,172572.64
646,France,Female,45,3,47134.75,1,1,1,57236.44
635,Spain,Male,24,4,140197.18,1,1,1,142935.83
667,France,Male,42,9,0.0,2,0,1,58137.42
476,France,Male,37,4,0.0,1,1,1,55775.84
602,France,Male,38,7,111835.94,2,1,0,124389.61
617,Germany,Female,39,5,83348.89,3,1,0,7953.62
754,Spain,Male,40,2,160625.17,1,0,1,3554.63
431,France,Male,63,6,160982.89,1,1,1,168008.17
691,France,Female,44,6,134066.1,2,1,1,197572.41
821,Germany,Male,45,0,135827.33,2,1,1,131778.58
704,France,Male,31,5,132084.66,3,1,1,54474.48
728,France,Male,37,3,122689.51,2,0,0,106977.53
679,France,Female,33,9,112528.65,2,1,0,177362.45
618,Germany,Female,54,4,118449.21,1,1,1,133573.29
726,France,Male,29,7,0.0,2,1,1,91844.14
500,Spain,Female,50,5,0.0,4,1,1,83866.35
636,Spain,Male,36,1,0.0,3,1,1,74048.1
649,France,Male,41,0,0.0,2,0,1,130567.02
746,France,Male,48,5,165282.42,1,1,0,153786.46
709,Germany,Male,34,4,148375.19,2,1,1,21521.38
850,France,Female,34,6,101266.51,1,1,0,33501.98
736,France,Female,24,0,0.0,2,1,0,109355.73
452,France,Female,35,8,0.0,2,1,1,149614.81
697,France,Female,48,1,0.0,2,1,1,87400.53
510,France,Male,32,9,103324.78,1,1,1,46127.7
571,France,Female,35,8,0.0,2,0,0,84569.13
662,France,Male,31,3,0.0,2,0,1,27731.05
850,Germany,Male,30,5,123210.56,2,1,1,102180.27
446,France,Female,51,4,105056.13,1,0,0,70613.52
655,France,Female,38,6,0.0,1,1,1,188639.28
606,France,Male,35,2,132164.26,1,0,1,164815.59
501,France,Male,57,10,0.0,2,1,1,47847.19
778,France,Male,42,6,0.0,2,1,1,106197.44
628,Germany,Male,38,10,113525.84,1,1,0,46044.48
593,France,Male,31,9,0.0,2,0,1,20492.16
767,France,Female,35,6,115576.44,1,0,1,27922.45
786,Spain,Female,32,6,114512.59,1,1,0,15796.66
523,Germany,Female,39,1,143903.11,1,1,1,118711.75
799,France,Female,32,3,106045.92,2,1,1,17938.0
850,France,Male,27,6,96654.72,2,0,0,152740.16
613,Germany,Male,38,9,126265.88,2,0,0,15859.95
558,France,Female,41,6,0.0,1,1,1,143585.29
475,France,Female,57,1,0.0,2,1,0,89248.99
692,France,Male,54,5,0.0,2,1,1,88721.84
708,Germany,Male,42,9,176702.36,2,1,1,104804.74
773,France,Female,41,7,190238.93,1,1,1,57549.65
711,Spain,Male,37,2,0.0,2,1,0,83978.86
624,Spain,Male,33,6,66220.17,1,0,1,170819.01
794,Spain,Male,45,8,88656.37,2,1,0,116547.31
812,Spain,Female,24,1,92476.88,1,0,0,83247.14
635,Spain,Male,31,1,0.0,2,1,0,135382.23
737,France,Male,41,1,101960.74,1,1,1,123547.28
837,Germany,Male,38,2,126732.85,1,1,1,79577.38
690,Germany,Male,32,0,106683.52,2,1,1,137916.49
598,Spain,Male,41,8,0.0,2,1,1,161954.43
789,Germany,Male,51,3,104677.09,1,1,0,74265.38
711,Spain,Male,38,3,128718.78,1,0,0,114793.45
721,Germany,Male,37,3,107720.64,1,1,1,158591.12
619,Spain,Male,38,3,96143.47,1,0,0,98994.92
731,Spain,Male,42,9,101043.63,1,1,1,192175.52
741,France,Male,42,6,106036.52,1,1,0,194686.78
707,Spain,Female,35,3,56674.48,1,1,0,17987.4
719,Spain,Male,50,2,0.0,2,0,0,10772.13
719,Spain,Male,35,1,100829.94,1,1,1,165008.97
850,France,Male,41,3,0.0,2,1,0,128892.36
527,Spain,Female,36,6,0.0,2,1,1,102280.29
536,France,Male,32,7,178011.5,2,1,0,22375.14
517,France,Male,56,9,142147.32,1,0,0,39488.04
583,France,Male,38,8,0.0,1,1,0,47848.56
753,France,Male,35,4,0.0,2,1,1,106303.4
523,France,Male,61,8,66250.71,1,1,1,21859.06
546,Germany,Female,42,9,86351.85,2,1,0,57380.13
523,France,Female,40,2,102967.41,1,1,0,128702.1
733,France,Male,51,10,141556.96,1,1,0,130189.53
661,France,Female,27,3,0.0,2,1,1,76889.79
817,France,Female,55,10,117561.49,1,1,0,95941.55
507,France,Male,36,4,83543.37,1,0,0,140134.43
758,France,Male,35,7,0.0,2,1,0,77951.84
711,France,Female,35,8,0.0,1,1,1,67508.01
727,Germany,Male,45,6,114422.85,2,1,1,104678.78
640,France,Female,66,9,116037.76,1,0,1,184636.05
692,Spain,Male,46,2,0.0,2,1,1,105983.09
487,Spain,Male,44,6,61691.45,1,1,1,53087.98
558,Germany,Male,39,10,144757.02,1,1,0,22878.16
594,France,Male,50,7,81310.34,1,1,1,183868.01
675,France,Male,34,1,124619.33,2,0,1,163667.56
707,Germany,Female,51,10,98438.23,1,0,0,70778.63
658,France,Male,36,8,174060.46,1,1,1,94925.62
711,France,Female,41,3,145754.91,1,1,1,101455.07
611,Germany,Female,43,9,127216.31,2,0,1,17913.25
549,Spain,Male,25,6,193858.2,1,0,1,21600.11
586,France,Female,60,3,47020.65,2,0,1,63241.21
606,Spain,Female,23,10,70417.79,1,0,1,90896.04
529,France,Female,29,8,0.0,2,1,0,19842.11
586,Spain,Female,57,3,0.0,2,0,1,6057.81
551,France,Male,37,3,0.0,2,1,1,50578.4
529,France,Male,28,9,0.0,2,1,1,52545.24
715,France,Female,35,3,0.0,1,1,1,152012.36
612,France,Male,24,1,182705.05,1,1,1,171837.06
586,France,Male,27,5,130231.8,2,1,1,192427.16
533,France,Female,39,2,0.0,1,0,1,73669.94
660,Spain,Male,33,2,80462.24,1,0,0,150422.35
576,France,Male,32,7,0.0,2,1,0,4660.91
668,Germany,Female,32,10,92041.87,1,1,1,43595.9
690,France,Male,35,6,112689.95,1,1,0,176962.31
623,France,Female,35,5,0.0,2,1,0,101192.08
560,Spain,Male,47,1,0.0,1,0,0,128882.66
717,Germany,Male,35,7,58469.37,2,1,1,172459.39
588,France,Male,44,8,154409.74,1,1,0,49324.03
754,France,Male,28,8,0.0,2,1,1,52615.62
651,Germany,Female,37,10,117791.06,2,1,1,75837.58
544,France,Male,38,8,0.0,1,1,1,98208.62
773,Spain,Male,41,9,102827.44,1,0,1,64595.25
632,France,Female,44,3,133793.89,1,1,1,34607.14
604,France,Female,56,0,62732.65,1,0,1,124954.56
786,France,Male,35,3,0.0,2,1,0,92712.97
684,Germany,Female,56,3,127585.98,3,1,1,80593.49
600,France,Male,29,8,0.0,2,0,1,34747.43
738,Spain,Male,36,5,0.0,2,1,1,96881.32
790,Germany,Male,42,1,85839.62,1,1,0,198182.73
602,Germany,Male,32,7,184715.86,2,1,0,113781.99
734,France,Male,51,1,118537.47,1,1,1,116912.45
591,Germany,Female,35,2,90194.34,2,1,0,57064.57
790,Spain,Male,32,3,0.0,1,1,0,91044.47
628,Germany,Male,27,5,95826.49,2,1,0,155996.96
532,Spain,Female,39,0,0.0,2,1,0,94977.3
698,France,Male,37,8,0.0,2,0,0,145004.39
790,France,Female,41,2,126619.27,1,1,0,198224.38
649,France,Female,45,5,92786.66,1,1,0,173365.9
747,France,Male,42,4,80214.36,1,1,0,115241.96
687,France,Female,34,9,125474.44,1,1,0,198929.84
813,Germany,Female,36,6,98088.09,1,0,1,26687.22
701,France,Male,40,5,169742.64,1,1,1,153537.55
500,France,Female,34,4,0.0,2,1,0,12833.96
688,Germany,Male,26,8,146133.39,1,1,1,175296.76
682,Spain,Female,58,4,0.0,1,1,0,176036.01
506,France,Male,43,2,0.0,2,1,0,105568.6
584,Spain,Male,36,4,82696.09,2,0,0,83058.14
531,Spain,Male,31,2,118899.45,2,0,0,41409.36
718,Spain,Male,45,3,105266.32,2,1,1,193724.51
663,Spain,Male,30,4,0.0,3,1,0,101371.05
824,Germany,Male,49,8,133231.48,1,1,1,67885.37
841,France,Male,31,2,0.0,2,1,0,173240.52
722,France,Male,30,5,0.0,2,1,0,166376.54
608,Germany,Male,34,3,106288.54,1,1,1,36639.25
592,Spain,Male,38,8,0.0,2,1,0,180426.2
589,France,Female,21,3,0.0,2,0,1,55601.44
487,Spain,Female,31,1,0.0,2,1,0,158750.13
745,France,Male,36,8,67226.37,1,1,0,130789.6
782,Spain,Female,41,4,0.0,1,1,0,132943.88
659,Germany,Female,39,1,104502.11,1,1,0,20652.69
465,Germany,Male,53,1,117438.17,1,0,0,74898.8
706,Spain,Female,53,3,0.0,3,0,0,88479.02
598,Germany,Male,19,3,150348.37,1,1,1,173784.04
549,Germany,Female,31,9,135020.21,2,1,1,23343.18
625,Spain,Female,57,7,0.0,1,0,0,84106.17
579,Germany,Male,28,6,150329.15,1,1,0,145558.42
591,Spain,Female,40,1,86376.29,1,0,1,136767.16
547,France,Male,30,6,0.0,2,1,1,18471.86
662,France,Female,41,4,0.0,2,1,0,126551.48
714,France,Male,37,9,148466.93,2,0,1,151280.96
606,France,Male,47,3,93578.68,2,0,1,137720.56
545,France,Female,32,6,0.0,2,1,1,52067.37
640,Spain,Female,46,8,0.0,2,1,0,89043.19
668,France,Male,28,4,107141.27,1,1,0,193018.71
680,France,Male,32,5,92961.61,1,1,0,116957.6
540,Germany,Male,39,4,127278.31,1,1,1,16150.34
630,Spain,Male,26,7,0.0,2,1,1,6656.64
732,Spain,Male,54,0,134249.7,1,0,1,13404.4
801,France,Male,38,5,0.0,2,1,0,66256.27
737,Germany,Female,40,2,162485.8,2,1,0,149381.32
688,Germany,Female,34,9,91025.58,2,0,1,163783.0
449,France,Male,52,6,0.0,2,0,1,123622.0
599,France,Male,25,6,120383.41,1,1,1,24903.09
730,France,Male,27,5,0.0,2,1,1,116081.93
528,France,Female,27,7,176227.07,2,0,1,139481.53
640,Germany,Male,26,5,90402.77,1,1,1,3298.65
760,France,Male,34,2,0.0,2,1,0,164162.44
705,France,Female,37,10,0.0,2,1,1,13935.53
782,Germany,Female,72,5,148666.99,1,1,0,2605.65
804,France,Male,25,7,108396.67,1,1,0,128276.95
510,France,Female,30,0,0.0,2,1,1,130553.47
455,France,Female,27,5,155879.09,2,0,0,70774.97
736,France,Female,30,9,0.0,2,1,0,34180.33
567,France,Male,42,2,0.0,2,1,1,167984.61
555,France,Female,44,3,105770.7,3,1,0,60533.96
519,France,Male,34,5,0.0,1,1,0,68479.6
700,France,Female,27,6,137963.07,1,0,0,8996.79
547,France,Female,35,4,0.0,1,1,1,133287.73
734,Spain,Female,43,3,55853.33,2,0,1,94811.85
727,Germany,Female,31,3,82729.47,2,1,0,60212.51
584,Germany,Female,62,9,137727.34,2,0,1,121102.9
422,France,Male,41,6,153238.88,1,1,0,11663.09
539,Spain,Male,38,6,0.0,1,1,1,152880.07
608,France,Male,59,1,0.0,1,1,0,70649.64
674,France,Female,27,4,79144.34,1,0,1,50743.83
646,France,Male,38,7,0.0,2,1,0,1528.4
556,Germany,Male,42,0,115915.53,2,0,1,125435.47
709,Germany,Male,45,4,122917.71,1,1,1,11.58
529,France,Male,67,8,103101.56,2,1,1,154002.02
764,France,Male,41,7,0.0,2,0,0,134878.34
632,Germany,Female,41,3,81877.38,1,1,1,33642.21
795,Germany,Female,33,9,130862.43,1,1,1,114935.21
630,Germany,Male,50,3,129370.91,4,1,1,47775.34
691,Germany,Male,30,7,116927.89,1,1,0,21198.39
544,Germany,Male,47,5,105245.21,1,0,0,99922.08
769,France,Male,29,4,145471.37,1,1,0,188382.77
659,France,Female,44,9,23503.31,1,0,1,169862.01
517,France,Male,41,2,0.0,2,0,1,75937.47
668,Spain,Female,24,7,173962.32,1,0,0,106457.11
564,France,Female,28,1,0.0,1,1,1,162428.05
611,Germany,Female,40,7,128486.91,2,1,0,10109.47
636,Germany,Male,49,6,113599.74,2,1,0,158887.09
700,Spain,Male,28,8,159900.38,1,0,0,22698.56
605,France,Male,41,10,0.0,2,0,1,97213.09
524,Germany,Male,29,9,144287.6,2,1,0,32063.3
686,France,Male,38,6,149238.97,1,1,1,97825.23
678,France,Female,55,5,0.0,1,0,1,196794.11
593,Germany,Female,41,4,119703.1,2,1,1,109783.29
597,Spain,Male,35,0,127510.99,1,1,1,155356.34
760,Germany,Male,34,6,121303.77,2,1,1,59325.21
655,Spain,Female,34,4,109783.69,2,1,0,134034.32
656,France,Male,46,9,143267.14,2,0,0,193099.43
806,Germany,Male,31,10,138653.51,1,1,0,190803.37
671,Germany,Female,34,6,37266.67,2,0,0,156917.12
598,France,Male,64,1,0.0,2,1,0,195635.3
598,Spain,Female,64,1,62979.93,1,1,1,152273.57
850,France,Male,41,3,136416.82,1,0,1,57844.26
662,Spain,Female,54,1,187997.15,1,0,0,111442.71
638,Germany,Male,50,1,102645.48,1,1,0,168359.98
